lm_halo,n_sats_halo
11.692374,6
12.209488,12
10.792374,3
11.633473,4
11.734572,7
12.082201,20
11.136738,2
11.049553,0
11.798736,9
10.999075,5
12.045363,9
12.838959,70
10.784393,0
10.876981,0
10.606077,0
12.121909,15
13.220911,139
11.463809,2
10.7174225,1
13.43506,242
12.19351,18
11.209205,1
10.910833,1
12.162893,18
11.458943,2
10.920083,1
10.915856,0
11.470782,3
12.674331,43
12.84395,66
10.7319145,1
12.4763975,29
10.967852,3
11.918947,6
11.854925,8
11.624903,10
11.018515,0
11.610796,3
11.313707,3
11.871302,4
10.712465,0
11.362267,0
10.880772,0
10.8886795,0
11.415891,3
11.275716,2
13.296457,184
11.485318,1
10.884705,0
10.868654,0
10.759074,0
11.010206,2
12.892452,73
10.662742,0
11.4800205,4
12.809754,63
10.760377,0
11.423579,1
10.86771,0
12.539201,30
12.466524,32
11.66404,3
11.273841,0
10.674847,1
10.777136,2
10.7101345,0
10.90112,0
11.145139,2
12.260652,17
10.872163,2
11.0585785,1
10.833932,1
12.379371,15
11.647023,9
10.978299,1
10.78819,0
11.537911,3
11.154941,2
11.088846,2
11.052888,2
11.067902,0
10.837403,0
10.9105625,0
11.100585,1
12.304667,25
11.811679,5
11.229054,3
11.003306,1
11.26437,3
11.159646,3
10.904912,0
10.96785,1
11.620668,11
11.179702,2
11.4804125,1
12.814306,50
11.136935,2
11.9805,9
10.704453,0
10.732321,1
10.896202,3
11.230959,1
12.569071,31
11.718276,5
11.589342,6
12.080577,13
11.048021,0
10.71751,1
12.627437,36
10.97726,2
12.259191,20
10.465405,1
10.737886,0
12.178955,12
10.665099,0
10.887835,1
10.860168,1
11.236373,3
11.627859,5
11.264617,2
12.619193,36
11.348894,1
10.723759,1
10.669198,0
11.10804,3
12.206998,12
11.696452,3
10.998872,1
11.459045,0
13.78355,565
10.836914,1
11.386491,2
11.124104,1
11.1049,2
11.03934,2
10.940217,1
10.658167,0
10.815721,1
12.172092,23
12.115164,15
10.786692,0
10.956801,0
11.151408,3
10.819764,0
11.192765,2
12.880795,56
11.197218,3
11.016514,1
10.744584,1
10.827483,2
11.576274,3
10.828744,1
11.444081,2
11.013408,3
11.231247,2
11.372938,0
10.982745,3
12.524742,25
11.080301,2
12.24335,19
10.830017,0
11.894009,6
10.809204,2
10.945077,0
13.500652,311
10.969632,2
11.239052,3
10.774361,0
10.556502,0
12.184,18
10.814572,1
11.089688,2
10.78103,0
10.81174,1
11.094327,1
10.760348,0
10.881962,1
10.789796,0
10.784932,0
10.780766,1
10.874363,0
10.750563,0
11.388535,1
10.759248,1
11.134026,1
11.733418,4
11.668192,2
10.9303055,1
11.009663,2
10.852066,0
10.919642,1
11.848993,7
10.997393,1
11.5023365,1
12.3356695,20
13.295142,189
10.748589,0
11.29202,3
10.724625,0
11.108009,0
12.38978,17
13.429283,238
12.163046,17
12.310069,21
11.6305895,3
11.063641,1
10.845697,0
12.506049,28
11.791711,10
11.344733,1
12.198082,16
11.401576,5
11.72116,6
10.6609745,0
10.819436,0
10.615758,0
10.777083,1
11.635003,1
11.075193,2
11.760646,6
11.224355,2
12.137362,14
10.642154,1
10.842066,1
12.145598,11
11.058652,1
11.085275,2
11.150373,1
10.952452,3
13.661623,421
13.290045,176
10.858175,0
10.917662,0
13.378042,245
10.922413,1
11.404117,3
11.643001,7
10.6751375,1
11.699812,5
11.378732,2
10.985953,0
10.893313,0
10.825695,1
10.77655,0
11.7474,4
11.080684,2
11.005616,3
11.032163,0
10.866721,0
10.783908,2
10.990297,2
10.739549,0
10.677588,1
12.303728,22
10.871511,3
11.082679,1
12.460717,26
11.728369,9
10.666145,1
11.827661,9
11.256259,1
12.197515,8
10.7605295,0
11.03156,3
10.923333,0
12.74306,55
10.941427,0
11.807294,7
10.993405,1
12.603696,37
11.529846,5
10.913311,1
10.847459,1
11.150725,2
10.868343,1
11.4736805,3
11.062515,1
10.806027,0
11.539595,2
11.895508,9
11.1833105,1
11.104458,1
10.941056,2
11.904371,5
12.2544775,12
10.918747,2
11.11126,0
10.689668,0
10.604196,1
10.869916,0
12.7369795,52
10.963714,4
11.727809,1
12.111394,10
13.6119375,434
11.896579,11
12.4394,26
10.983557,0
11.233864,2
10.910311,0
11.279005,4
11.218172,1
11.212632,0
11.686968,4
11.086163,3
10.717101,0
11.2795725,0
11.960612,10
11.751499,6
11.025976,0
11.47615,1
12.340444,21
10.607094,0
11.328557,1
10.69708,0
10.955841,1
11.212944,1
11.115101,1
10.623673,1
11.953888,1
10.896919,0
11.8247595,5
11.077394,4
13.218818,147
10.697633,1
11.05936,1
11.366167,2
11.728655,3
11.288958,0
11.034531,1
12.558919,32
11.154252,0
10.781242,0
10.5562315,0
10.907213,0
12.934137,82
11.24388,0
12.23801,18
12.503988,26
11.007805,2
10.591907,1
11.736909,4
10.939748,2
11.127122,1
13.28938,200
10.897912,1
11.388758,3
11.615007,6
11.266396,1
11.423812,3
10.91839,0
11.046621,1
11.652267,6
11.240546,2
11.762175,4
12.58378,31
10.858813,0
11.020077,1
11.317232,5
11.417366,1
10.909403,1
10.868524,1
10.829406,2
11.910196,7
12.449922,44
10.684218,1
10.933236,1
10.899167,3
10.668476,1
12.223851,14
12.408399,30
11.089665,0
11.358695,1
10.823183,0
12.255557,19
10.904877,0
10.558997,1
11.911213,10
10.697745,1
11.241703,2
12.728651,58
12.16713,16
10.649093,0
10.695705,0
10.72288,1
10.634155,1
12.109143,9
11.189528,2
11.846173,10
11.233866,3
11.04332,2
12.243616,27
10.998869,0
11.063799,2
11.931109,8
10.79591,1
11.082614,2
10.880882,1
10.762844,1
12.166015,13
11.214512,3
11.916075,15
13.493046,278
12.96939,82
10.822809,0
11.780753,7
11.075656,1
11.584113,4
10.866109,0
10.836834,1
12.460684,21
10.737927,0
10.91452,2
11.251527,4
11.219013,1
11.42726,2
10.693057,2
11.872388,10
11.158865,3
11.250689,1
11.453951,3
11.123677,1
11.633539,7
10.877529,1
10.645112,0
12.285066,17
10.909484,0
11.195503,2
10.638371,0
11.367719,4
12.970365,81
11.122065,0
12.437933,31
12.691002,43
11.920637,10
12.263632,15
12.050636,12
12.53596,41
10.616747,1
10.756209,1
11.102289,2
10.763531,1
11.525109,4
11.082083,0
10.5880995,0
10.780978,0
11.021596,0
10.9621525,2
10.594343,0
10.924231,1
10.805907,0
11.078139,0
10.87489,1
10.534119,0
13.108914,133
10.640503,1
10.659796,0
11.366132,1
10.685883,1
10.68714,1
10.634488,1
11.338011,1
11.272383,2
11.016819,0
11.55913,1
12.359591,17
10.796607,1
11.714326,7
12.025514,15
10.835631,0
10.781635,0
11.2197485,0
12.850898,65
10.934666,0
10.732158,0
12.102604,12
12.182182,15
10.871046,1
11.489919,3
11.040545,1
10.634759,0
11.2654295,2
10.630752,0
10.763059,1
11.073425,4
10.69631,1
10.758244,1
11.439712,1
11.156343,2
10.832819,1
11.247788,1
11.947521,6
10.621068,0
11.084511,1
10.684916,0
12.180552,14
10.992259,0
11.14172,1
11.971176,8
10.785569,1
10.826683,1
11.15767,2
10.748568,0
12.199799,12
12.205948,19
12.229711,18
11.762525,6
10.62808,0
10.631069,1
12.36823,17
10.959596,1
10.808804,0
10.75354,2
13.359283,209
10.906369,1
11.7868185,7
11.045206,0
10.694285,3
10.937453,0
10.63642,1
10.650974,1
10.724518,0
12.822359,65
11.567518,2
10.574427,0
11.029355,0
12.712498,46
10.967973,1
12.604209,46
10.770156,1
10.88034,1
11.9351015,11
11.791842,4
11.312097,3
11.996276,12
10.576316,1
10.928881,0
11.046287,1
10.87818,1
11.473041,5
11.322027,1
11.029725,0
10.784158,1
10.857416,0
10.552805,0
12.5989,24
10.94338,0
11.407236,2
10.9179735,0
10.53851,0
13.335464,194
10.872687,0
12.252824,11
11.223464,1
10.774071,1
12.445648,19
10.748213,2
11.404606,4
12.048889,14
11.685877,5
10.9442835,1
11.760759,2
11.288317,1
10.729169,0
11.87506,8
11.203982,1
10.971989,0
13.644837,380
10.549236,0
13.416308,226
11.042941,2
13.451489,260
10.777761,0
11.347935,0
10.974068,0
10.646936,0
10.767888,0
11.670751,3
10.890583,2
12.651899,31
10.731566,0
11.783858,5
11.574408,1
10.97864,1
12.604875,45
12.020184,11
12.449671,20
11.050254,0
11.574685,4
10.691096,0
11.136931,0
11.668007,4
12.565421,35
11.138873,3
10.822004,0
12.726475,51
12.689493,46
10.829035,4
10.852188,0
11.260008,1
10.663168,0
11.904673,9
12.686558,50
11.8729105,6
11.131464,1
12.827502,61
10.967878,3
10.908316,1
12.4858885,27
12.0366745,9
10.980666,0
11.342816,7
10.872213,1
10.9435625,2
12.556163,33
12.973055,91
10.799582,1
12.053112,13
13.276471,179
11.086705,1
10.799265,1
10.753275,1
10.763916,0
11.142502,3
12.469033,28
11.062577,2
11.994615,8
12.671872,45
11.038538,0
10.713451,0
11.091207,2
11.111013,1
10.762648,0
10.9563465,2
10.76355,0
10.816844,0
11.2612915,2
10.926338,0
11.284478,2
11.246464,1
10.932223,0
10.998746,0
12.0096655,12
10.696549,2
10.817903,0
10.730948,0
11.012258,1
11.357196,0
12.518432,25
11.034677,0
11.962881,8
12.235477,23
10.737349,1
11.066141,1
10.699682,0
10.745988,0
10.9093485,0
10.826232,1
10.551375,0
10.905746,1
10.810418,1
11.03439,3
10.709488,0
11.947571,10
11.093423,0
11.319719,2
11.66856,8
11.3945,6
11.002145,0
10.858926,0
11.066033,1
11.63602,12
10.702901,0
12.140778,11
10.767282,2
11.978201,10
10.978934,1
11.903278,12
10.700612,0
13.2196045,157
10.556505,0
10.949906,0
13.338059,212
11.197159,2
11.615299,1
11.129837,0
11.524322,3
10.821763,0
11.178793,5
10.857715,1
11.025211,1
10.985489,1
11.10434,2
11.95299,8
11.639019,3
13.337063,191
10.668971,0
11.502813,8
10.840629,0
12.255654,20
10.662214,0
11.415525,2
12.001819,8
12.56145,29
11.198186,2
10.685573,0
10.833941,1
10.8834305,0
12.335521,20
11.422151,0
11.017155,1
11.127826,0
10.757748,1
10.995642,1
10.947295,1
11.067723,0
12.205007,10
12.219173,10
11.423404,1
11.572233,4
10.853338,0
11.0658865,1
11.8135605,1
11.509654,3
10.856258,0
10.7427225,1
10.875361,1
11.116254,2
10.664823,1
11.443117,3
11.639747,3
11.577963,1
11.409993,3
10.770142,1
10.720628,0
10.821843,0
11.392923,2
11.032729,0
11.1964245,3
11.259978,1
11.356075,7
10.935141,0
10.634297,0
10.853032,0
11.782335,10
11.175601,1
10.865497,0
10.949353,0
11.091608,1
10.978066,0
11.024994,1
11.714221,4
12.41038,30
11.620823,4
10.974913,0
11.048745,2
11.727176,4
10.84754,0
11.462194,4
11.616877,5
11.291177,2
11.828885,11
11.169119,1
11.991579,12
10.665771,0
12.9468565,61
10.965305,1
11.495054,6
10.748058,0
10.712962,1
10.880677,1
10.822302,0
10.956159,0
11.43088,5
12.140389,15
10.938748,2
10.719874,0
11.156432,0
10.7325115,1
10.82592,2
10.883657,1
10.953019,3
12.033322,8
12.908205,86
12.855071,76
12.5324135,24
11.35912,8
11.325637,2
11.380056,2
11.257479,2
13.047674,89
12.274326,18
10.983738,1
12.648428,41
10.64797,1
11.291414,0
12.062384,13
11.040604,1
10.678381,1
11.23463,0
11.059725,3
11.664347,5
13.734645,492
10.789895,0
11.0635605,1
11.797842,7
10.908309,0
11.322004,1
11.519808,0
11.824229,9
11.075704,0
11.150825,2
11.507585,3
10.973802,0
11.444578,3
10.903029,1
10.850754,1
10.658405,0
10.864105,1
11.168825,3
10.787632,2
11.054746,0
11.20264,1
10.752234,1
12.137788,8
10.765088,0
11.184793,1
10.726071,0
11.439332,5
11.167903,0
10.588613,0
11.72269,5
10.937954,0
11.004718,1
11.772177,3
11.50824,3
13.1126175,130
11.102035,0
11.460238,1
13.224287,163
11.17691,2
10.884008,1
11.1261835,1
12.914347,86
12.561528,25
10.785639,1
10.711373,0
11.762202,5
11.202383,0
11.320944,3
11.40566,1
11.106425,2
10.9520235,2
11.388725,4
10.824256,0
11.440922,5
12.687082,42
10.798164,0
12.368772,22
12.1755295,11
11.350668,3
12.3574295,21
10.585698,0
10.966322,0
12.428115,33
10.81219,0
10.728164,1
10.787085,0
10.680409,1
11.943733,5
11.424232,1
11.223732,0
11.752508,7
10.874406,1
12.240021,17
11.67718,3
11.963184,6
10.876687,1
10.671172,1
11.440538,3
10.679712,0
12.630823,24
11.829833,7
11.167463,0
11.867539,8
11.269617,0
11.143544,0
10.654476,1
11.451293,2
10.851858,0
11.098532,1
10.957932,0
10.832983,2
12.770733,61
11.1335945,3
10.841652,1
11.088809,2
10.755002,0
10.9056015,0
10.751325,0
12.578992,38
11.580146,4
11.834709,6
10.89476,1
12.94066,73
10.802961,1
11.544211,3
11.15737,3
11.430904,0
11.08948,1
11.035551,2
12.226899,18
11.182267,2
11.707519,5
11.022413,0
10.976959,1
10.6651535,0
12.031952,8
11.6341915,7
10.873237,0
10.795307,0
11.164214,2
11.0370865,0
10.786553,0
10.856468,0
12.81798,68
10.979608,2
11.046423,1
11.299687,3
11.425775,2
10.812893,0
10.935049,1
10.802495,0
12.591473,37
11.76611,8
12.979704,96
11.416594,1
11.335407,1
12.264728,16
12.675061,41
11.388324,3
12.752241,51
10.496927,0
10.845642,1
10.60273,0
10.88229,1
10.873585,1
10.782849,0
11.675114,2
10.87992,2
10.577653,0
11.412183,2
11.018183,2
11.581346,6
10.705524,1
12.421807,29
11.603565,1
11.079805,1
11.054173,0
12.511149,22
11.915282,10
12.198126,14
10.718454,0
11.608623,1
10.586668,0
10.834524,0
10.672271,0
11.23603,1
11.160421,1
12.140489,9
11.40024,5
10.704158,0
11.017967,0
11.596989,4
10.63971,0
10.956923,2
10.903118,0
10.704604,1
12.097558,19
12.82096,59
11.544634,3
11.012668,1
11.150307,1
12.995394,78
11.116256,0
11.223686,0
11.257942,2
10.696682,2
10.851054,0
11.216689,0
10.812256,2
11.394962,2
10.8928,0
10.79491,2
12.1380825,13
10.675141,0
11.869888,5
10.769115,0
12.288916,15
11.946054,7
11.80708,5
13.425055,200
11.418052,2
11.528771,2
12.33605,21
12.052184,4
11.194747,1
10.832996,1
12.640768,36
11.43467,2
10.963617,1
12.429872,30
10.737862,1
11.051118,1
11.426099,1
10.815244,1
11.5321865,3
11.580126,0
11.059666,2
11.256135,1
10.645161,0
11.35414,1
12.484674,30
10.9094925,0
11.412972,6
13.4952755,289
11.542249,3
10.778503,1
10.87888,1
10.972615,1
10.790253,0
10.873925,0
10.701577,3
10.846193,0
11.63142,4
11.412028,2
11.614536,4
11.876497,12
12.990273,76
13.075913,122
10.844273,0
11.349975,2
11.327505,2
11.33395,4
12.03867,8
11.343057,1
10.810426,0
11.010086,2
10.840994,2
11.222671,1
11.828267,12
12.014228,7
11.246389,5
11.043103,0
11.172401,2
10.847197,0
11.323269,3
11.199178,2
10.75874,0
11.515721,5
11.366867,1
11.816356,6
11.176569,2
11.27111,3
11.34149,3
12.750631,51
10.997099,2
12.692032,41
10.823142,0
10.77589,1
12.183974,17
10.790318,1
10.974001,2
11.951327,6
13.188372,120
13.290703,198
11.125556,3
11.337805,1
11.921013,6
12.551092,36
10.722709,0
11.066403,1
10.550227,0
11.783824,6
11.553673,7
11.575878,5
12.477728,33
11.181359,0
13.176675,146
12.716149,37
11.963711,5
11.958988,8
11.152822,1
10.909779,3
12.747533,54
12.493894,40
12.181217,15
11.794742,7
11.016073,0
11.385033,2
11.659028,7
10.95219,0
11.485797,3
12.2885895,23
10.927337,2
11.132945,2
12.242308,14
12.551395,40
10.970869,1
10.714834,1
10.646596,1
11.160249,2
10.782155,2
11.850677,6
12.2123785,20
10.766913,0
12.549972,28
11.43125,5
11.005186,1
11.806287,6
10.665905,0
11.686585,4
10.871542,1
10.9801855,2
12.547957,24
10.95322,2
11.846788,11
11.533778,2
11.587371,3
11.467254,1
10.945093,0
11.060726,2
11.329516,3
12.052951,11
11.862695,8
10.757788,1
11.197743,1
10.588116,0
10.810859,0
10.730801,0
12.000331,8
12.405556,23
10.781637,0
13.212208,151
11.303617,2
12.642264,52
11.034356,0
11.025591,0
11.906433,8
11.097634,1
11.036032,3
11.259516,3
10.819734,0
10.738431,1
11.698846,10
12.579978,29
12.373791,32
12.052268,13
11.771258,5
12.673095,48
13.21696,150
11.717723,4
12.007089,7
11.260963,0
10.822634,2
10.912754,0
10.967696,0
12.377443,19
10.87194,0
11.060863,1
11.115888,1
10.69792,0
11.116916,2
10.861071,0
10.879989,0
11.361157,3
11.817615,8
10.86795,2
10.807053,0
10.997687,2
10.778085,0
10.957024,1
10.816957,0
12.164101,14
11.903254,10
11.124179,0
10.86625,0
12.448598,21
12.464989,18
10.773254,0
11.49821,4
10.717327,1
11.127507,1
10.853755,1
10.797225,1
10.527333,1
10.9425335,0
11.533268,1
11.643989,3
12.320599,17
11.455081,1
11.116728,1
12.462887,16
13.395164,213
11.264469,1
10.982369,2
10.785151,1
10.898482,1
10.911289,2
12.074713,14
11.184496,1
12.798723,62
11.824241,10
10.8655,0
11.620021,4
10.735932,1
11.429319,3
11.277446,1
11.082716,1
11.458482,2
10.960149,3
10.699312,0
12.092441,10
12.706568,48
12.193363,10
11.762004,4
12.0502405,8
11.3616705,4
10.770206,0
10.869979,0
11.19098,0
10.847801,2
10.8018,0
10.835605,0
10.952659,0
12.348238,23
12.081261,11
10.833724,0
11.012825,2
11.054438,1
11.137936,1
11.1556225,2
12.34497,30
10.731495,0
11.31472,2
10.831649,0
10.934,3
11.6565695,4
10.7926445,0
11.980061,6
11.075895,1
11.764684,6
10.806733,1
11.837909,9
11.1997,4
13.107916,111
11.201593,0
11.750486,1
12.349742,21
10.691172,1
11.427076,1
11.362741,1
11.045037,2
10.713604,0
11.0784855,1
11.154545,0
10.797817,2
11.461122,1
10.945873,1
12.428032,19
12.206471,18
11.621041,4
11.508573,4
10.817107,2
10.998543,0
11.653055,3
11.195935,2
11.272897,1
11.120366,2
11.018684,0
11.8431425,5
12.55941,29
11.185394,0
10.912122,1
11.253688,3
10.802241,0
10.805483,1
12.22935,13
10.786966,0
12.589454,47
12.584876,37
11.745102,6
11.687796,4
12.579022,36
13.311555,206
11.138713,1
10.819498,0
13.30386,194
11.103674,1
12.380203,22
12.423429,28
11.654094,3
10.998892,0
10.815652,0
11.338145,2
10.725241,2
10.820014,0
11.241926,0
10.864332,0
11.301811,0
11.481132,0
11.130167,0
10.799538,0
10.944283,2
12.199757,14
10.783369,0
12.617378,44
10.992417,1
11.085808,0
10.990884,2
10.726228,0
10.762954,0
10.903099,3
11.226183,2
11.2266865,5
12.523583,28
10.873647,1
11.362613,3
11.715608,3
13.397255,222
11.334949,1
10.713198,0
10.662687,0
11.273867,1
11.317982,1
10.96068,0
11.847344,2
11.306384,0
10.7223215,0
10.8399515,0
10.869432,0
12.837102,70
12.235291,13
11.053758,1
11.404085,1
11.001041,1
11.314357,2
12.810951,47
12.530455,28
13.156273,141
12.074199,13
11.151526,2
10.746674,0
10.639528,0
12.5773945,39
10.903576,0
12.368794,23
10.747205,1
12.114877,12
11.927397,9
11.005087,2
10.857614,1
11.531616,4
12.443217,21
11.615195,4
11.170194,2
12.295017,18
12.238382,15
11.417515,1
12.923192,56
11.788088,4
12.161613,11
11.255184,3
11.474899,4
11.65906,6
10.693644,2
10.984943,1
12.053183,15
10.737716,1
11.516677,5
12.535093,33
10.986188,0
11.137792,1
10.763012,0
11.782985,6
11.28538,1
11.21324,2
11.151235,1
11.1348,0
10.856234,1
12.680392,45
10.505294,0
10.817462,0
10.81811,1
11.058285,2
11.17322,1
12.677608,49
11.832925,4
11.194814,1
10.77322,1
11.806531,7
10.974066,0
11.040787,1
12.266296,16
10.922083,0
10.850719,0
10.947118,1
10.808992,1
10.703898,1
10.730759,1
12.271957,23
11.083967,1
10.69385,0
11.660985,6
10.8320875,1
11.754263,8
11.691187,6
11.407412,3
10.666714,1
11.270253,1
10.64589,1
11.777935,1
13.236797,155
11.43762,2
11.079047,2
12.27034,18
11.7115965,5
13.535811,319
11.1375475,2
10.727208,2
11.9117155,4
11.033173,1
10.980725,0
13.106539,116
10.768451,0
11.485241,4
11.515876,5
13.274859,169
11.924454,12
11.659582,2
13.3253145,190
10.86035,2
11.180884,2
11.866748,6
10.892998,1
12.512495,32
10.993209,3
11.878657,9
11.046491,1
10.730802,0
10.779825,2
12.709577,48
10.6832,0
11.719035,2
11.122735,2
11.066119,1
11.007902,4
10.809899,2
11.468712,4
11.946696,10
10.87984,1
12.56093,32
11.498309,3
12.386263,18
10.818203,0
11.95369,11
12.954022,79
10.8653145,1
12.371023,18
10.825121,0
10.836109,2
10.743079,2
10.727712,0
12.012937,12
10.963722,0
13.080282,111
13.35297,230
11.674239,3
11.679862,1
12.5166,38
10.882311,1
10.721819,1
11.463686,3
10.702407,0
13.436332,263
11.324328,3
11.185397,3
13.017488,96
11.344212,4
10.774895,0
11.253016,2
11.067491,0
13.783264,582
11.351573,0
10.738184,1
12.663379,41
11.991632,4
10.760947,0
10.919862,0
10.958304,3
10.869513,1
11.200854,1
11.122929,2
12.1204,8
10.823834,2
13.64316,402
11.738227,9
10.818231,2
10.631048,0
10.8599615,0
10.982419,1
11.09866,1
11.205404,1
11.364944,1
11.146135,2
11.019085,1
12.077917,12
11.828091,4
10.807517,0
10.902985,0
10.7569275,2
10.728393,0
11.196405,1
10.845109,0
11.658126,8
11.255619,5
12.842564,63
11.095244,1
12.4758,31
13.143348,125
11.813373,4
11.82787,11
12.391658,32
11.980113,6
13.230715,155
11.593878,5
11.720986,6
11.526436,3
11.68716,7
11.177565,0
11.119297,0
11.034381,0
11.355885,4
11.069323,1
11.566639,3
10.715258,1
11.221154,4
11.248667,2
10.942326,2
11.08755,1
10.781921,0
11.604515,4
11.922689,8
10.703958,0
12.3977585,17
10.598943,0
10.754346,0
12.358258,16
10.995373,2
11.000255,0
11.663067,1
10.863102,1
10.958172,0
10.963183,4
11.237674,2
11.134164,2
11.293045,3
11.053553,1
12.171452,15
11.5603695,2
10.861257,0
12.081953,12
11.679484,9
10.875691,1
10.966811,2
11.147281,1
11.875499,11
11.000404,3
11.638958,3
10.896508,2
10.810592,2
11.98933,12
12.213425,12
10.937383,0
10.833529,1
10.938425,0
11.405821,2
10.6065,0
11.433682,2
12.383618,18
10.711141,0
12.3657255,29
12.119457,13
10.785111,1
11.5825815,3
11.213968,0
11.005079,0
12.693472,38
13.166754,155
10.63965,1
10.570781,0
11.865609,13
11.924341,12
11.354912,1
10.670005,0
11.647246,6
11.397837,2
11.446186,3
10.872917,1
10.913376,1
10.6495075,0
11.485876,2
11.46662,2
10.962469,1
10.837431,1
10.722112,1
12.7178335,57
11.037633,3
10.861624,0
10.907249,1
10.971437,1
11.349879,1
11.681573,6
10.668594,0
11.532803,2
10.793562,0
11.079868,0
10.921487,0
10.928401,1
11.035009,0
10.748134,0
11.041028,1
10.733509,0
10.829038,0
10.865033,1
11.822954,7
10.668637,0
11.121366,2
11.684158,4
11.809048,6
12.737626,55
12.042612,9
11.491982,3
10.870556,0
10.885091,1
11.734229,7
11.166909,2
12.041959,10
11.351846,2
10.962853,1
10.740637,0
11.48461,6
12.858858,68
11.095967,1
10.7269125,1
10.934516,1
10.697061,0
11.525316,7
12.053901,14
10.822644,0
11.424956,5
11.413328,1
11.780137,5
10.959312,2
11.464872,7
10.660271,1
11.694193,4
12.224275,16
10.988261,1
12.979449,100
11.058223,1
10.807577,1
10.841959,0
11.593083,5
11.449917,3
11.294998,1
12.11849,12
10.77286,0
11.407625,4
10.79964,2
11.047809,1
11.43021,2
10.7658415,1
10.728774,0
11.437703,5
12.28528,14
11.003525,1
11.010414,0
11.400753,1
10.554286,0
11.809523,10
11.468552,3
10.715909,0
11.524115,5
12.078018,10
12.7242565,49
12.350194,17
11.533264,4
10.732112,1
11.820284,9
10.838423,1
11.4045315,3
11.143372,2
12.597837,39
12.003632,17
10.901099,1
10.983857,0
11.474427,5
11.0592375,0
10.856794,1
12.306681,27
10.611289,1
10.815508,2
10.674401,0
10.9242935,0
10.769813,0
11.432065,3
10.932231,2
11.050437,1
12.609092,42
10.657573,0
10.694092,0
11.833046,12
12.94641,86
11.375704,7
10.68275,3
11.338456,3
10.842735,2
11.043322,0
11.483724,4
11.286218,2
12.379833,30
10.978034,2
11.52651,4
11.281394,2
10.929598,0
11.692849,4
11.237239,0
11.058016,0
11.609602,4
10.982572,0
10.782362,0
10.822642,0
11.818081,11
11.799347,6
11.549023,1
11.158014,2
10.760132,1
11.714755,1
12.390148,26
10.919287,1
10.866673,1
10.757437,0
10.921341,1
13.130676,121
12.80805,59
10.808245,1
10.757847,0
10.809619,0
11.285138,2
10.670769,0
11.351699,2
11.458846,1
11.540459,3
12.4600115,26
11.005424,0
11.189907,1
10.713455,0
11.036704,2
10.515914,0
11.283879,2
11.6360855,7
11.378597,3
10.888894,1
10.779193,0
11.8250475,4
11.309189,3
10.884156,1
12.466427,34
10.865571,0
10.701177,0
10.917233,0
10.813115,1
11.592776,5
10.908484,0
12.721193,60
10.919768,0
11.005168,2
12.861974,62
10.939918,0
11.095663,0
11.905526,7
10.932281,1
10.935309,1
11.086538,0
12.210888,15
10.749289,0
11.084924,0
11.066875,0
11.19669,3
11.040844,0
11.706374,4
10.9326315,1
11.804451,9
11.55379,4
11.1374655,1
11.969381,7
10.61467,0
10.85285,0
11.289138,5
11.185548,2
11.191329,2
10.739191,0
10.964831,2
11.955774,8
10.895321,0
11.334499,1
10.688945,0
11.444641,3
10.986532,2
11.362427,3
11.620647,7
10.86276,0
12.630995,34
11.477542,5
11.162087,0
11.281392,0
12.27899,21
11.22845,0
12.859529,63
11.725924,4
10.652516,0
11.892748,9
10.821242,0
11.257664,3
11.261064,0
10.863476,1
10.939075,1
10.640819,0
11.441936,4
10.760137,0
11.137551,2
10.808007,0
11.5399685,1
12.340456,19
11.423017,4
11.184118,2
12.535848,34
10.926396,1
11.202556,1
12.839257,63
12.225262,14
11.012022,0
10.849001,0
10.638631,1
11.054126,1
11.498063,1
10.96846,1
10.753479,1
10.870033,1
10.851151,1
11.1416645,2
10.814881,0
12.618078,31
10.755238,2
12.290619,25
12.052663,12
11.230453,2
11.273083,0
12.243128,10
10.779015,1
11.32806,4
11.0882,2
11.15442,0
11.597537,7
12.687593,40
10.902792,0
11.4949045,5
12.164857,9
11.193704,1
13.644049,424
10.851914,0
11.035803,0
11.48093,4
11.003563,0
11.023681,0
12.2680025,15
10.739019,1
11.1764765,0
10.934741,2
10.874334,0
11.79857,7
11.940104,9
11.730023,4
10.958958,0
11.966925,11
10.981808,0
11.500104,0
11.155405,2
12.8875475,76
11.231425,1
11.94367,9
10.6398735,0
11.860774,6
11.269909,2
11.511007,3
11.381128,3
13.253845,162
11.842754,16
11.661121,7
11.517544,2
10.678784,1
10.666187,0
12.26985,23
11.709044,1
12.873503,67
10.816707,1
10.659473,0
11.784029,6
10.973697,0
11.192371,0
11.32443,0
11.653218,4
12.159923,7
10.952236,1
11.206708,1
10.738145,0
11.039123,1
11.17484,1
10.901971,0
11.012599,1
11.4436035,2
10.694003,1
11.564562,6
11.386569,3
12.980806,88
11.509931,4
11.1035795,2
11.677617,8
11.089828,1
11.112511,0
12.016033,12
11.74169,6
10.901501,1
12.653592,41
10.818978,1
11.1320915,3
11.239777,3
11.411663,1
11.302158,2
11.320378,3
11.056289,0
10.9778385,1
10.942757,2
12.27665,17
10.756426,1
10.970626,1
12.121896,13
11.246557,0
11.010506,1
10.8028,0
11.057202,1
10.864025,1
11.475942,5
11.292294,2
11.851958,7
11.623733,2
11.357066,2
11.38588,2
11.103455,0
10.736289,1
12.360193,19
10.750679,0
11.324286,9
11.5084715,5
10.801464,0
11.116899,0
11.029567,0
11.29799,2
11.11151,2
10.980519,1
