kind,n_sats_halo,log_luminosity_r01
0,1,9.269849
0,1,9.018586
0,1,9.087365
0,2,9.17705
0,1,9.041391
0,1,9.277739
0,0,9.044155
0,2,9.798688
0,9,10.28392
0,1,9.32972
0,1,9.076173
0,2,8.951328
0,5,10.120269
0,2,9.051297
0,0,9.488192
0,0,8.770431
0,1,8.931565
0,0,8.97501
0,0,9.134651
0,2,9.63104
0,0,9.053974
0,1,9.427488
0,0,9.351353
0,3,9.206291
0,0,8.8436
0,0,9.738896
0,0,9.119922
0,0,8.789128
0,1,9.303053
0,0,8.912801
0,1,9.333578
0,1,9.393513
0,1,9.437632
0,1,8.950602
0,1,10.341592
0,0,8.842494
0,5,10.308647
0,1,8.724755
0,1,9.190045
0,2,9.696046
0,3,10.130607
0,0,9.546414
0,0,9.437636
0,0,8.861074
0,0,8.758488
0,0,9.121303
0,0,9.581302
0,2,9.19359
0,1,8.696145
0,1,9.327559
0,1,8.992986
0,3,9.479507
0,1,9.612856
0,0,9.030066
0,1,9.384475
0,2,9.540367
0,4,10.090264
0,0,9.043308
0,1,9.140335
0,5,9.549702
0,1,9.868456
0,1,8.947175
0,1,8.967617
0,2,9.085478
0,7,10.003549
0,1,8.741566
0,1,8.893055
0,3,9.180672
0,1,8.764341
0,30,10.656729
0,0,9.17485
0,1,9.622483
0,0,8.956909
0,0,9.086443
0,1,8.712714
0,2,9.605271
0,58,10.77508
0,0,8.735252
0,0,8.96182
0,1,8.817093
0,1,8.906842
0,9,10.530323
0,3,9.481865
0,2,9.309769
0,0,9.220381
0,2,9.203694
0,1,8.904225
0,1,9.1588
0,1,8.872478
0,0,8.765133
0,7,10.269397
0,1,9.193938
0,0,8.9605665
0,1,8.924644
0,0,8.748915
0,2,8.840108
0,4,9.310476
0,1,9.501103
0,2,9.815987
0,2,8.77651
0,1,9.703706
0,1,9.346599
0,1,8.962606
0,0,8.774009
0,0,9.083097
0,2,9.380355
0,0,8.762603
0,4,9.6547
0,0,9.340511
0,1,8.775512
0,2,9.246009
0,1,8.861851
0,4,9.876244
0,0,9.279658
0,0,8.794027
0,0,8.790259
0,0,9.202224
0,2,9.1889305
0,0,8.778269
0,1,9.238247
0,0,8.949881
0,0,9.351759
0,1,8.866177
0,0,8.762219
0,1,8.8164
0,0,8.788312
0,1,9.638378
0,1,8.80718
0,1,8.759129
0,1,8.898508
0,1,9.882689
0,0,8.922824
0,1,9.850285
0,1,8.924323
0,7,10.052406
0,15,10.35322
0,0,8.909304
0,0,8.934239
0,0,9.569932
0,0,9.194926
0,0,8.963653
0,1,9.087961
0,1,9.241561
0,0,8.73578
0,2,9.571417
0,0,8.758171
0,1,8.928078
0,4,9.251935
0,1,8.76826
0,1,8.829234
0,1,9.720113
0,2,9.391019
0,1,8.956326
0,1,9.490072
0,6,10.429149
0,0,8.810681
0,1,9.416953
0,0,8.857247
0,0,9.148657
0,1,9.285891
0,1,9.016233
0,1,8.87797
0,2,9.487949
0,0,8.869395
0,12,10.671768
0,0,8.736328
0,1,8.853012
0,1,9.237491
0,0,8.8740225
0,2,8.87893
0,1,9.027524
0,7,10.168806
0,0,9.371001
0,3,8.8161955
0,0,9.0332575
0,1,8.788866
0,1,8.788502
0,0,8.894698
0,2,9.788978
0,0,8.73165
0,0,9.041922
0,1,8.999341
0,1,8.989576
0,1,8.95442
0,4,10.2472315
0,3,9.830273
0,1,8.763881
0,0,9.061948
0,1,9.144455
0,1,8.8674
0,1,9.59859
0,0,9.175707
0,1,8.823899
0,0,9.046555
0,0,8.742215
0,0,9.247536
0,2,9.837843
0,0,8.892749
0,0,8.823045
0,0,9.155036
0,1,9.491762
0,1,8.816057
0,2,8.787001
0,5,10.071234
0,1,9.206679
0,2,10.021029
0,1,9.565028
0,0,8.851495
0,1,9.509187
0,0,9.051795
0,0,8.720668
0,2,9.375876
0,260,11.181602
0,0,8.75617
0,0,9.590743
0,0,9.060486
0,0,8.785146
0,0,8.770518
0,3,9.944733
0,0,8.833453
0,5,10.025997
0,1,10.0225935
0,1,9.136301
0,11,10.2456045
0,0,9.223383
0,4,9.867956
0,0,8.778437
0,0,9.335115
0,4,10.11825
0,3,9.595559
0,0,8.879386
0,4,9.196399
0,0,9.094226
0,0,8.935959
0,6,10.065173
0,1,9.301023
0,3,9.237716
0,1,9.076205
0,9,10.224771
0,0,9.010716
0,1,8.952084
0,2,8.993913
0,1,8.868819
0,13,10.692188
0,1,9.306702
0,1,9.040062
0,1,8.7908945
0,0,8.866728
0,3,9.414695
0,28,10.839839
0,2,9.355346
0,8,10.467156
0,45,10.96757
0,0,9.377415
0,0,8.784011
0,2,9.3508415
0,1,9.386319
0,0,8.869019
0,2,8.8899975
0,0,8.8832655
0,0,8.863898
0,0,9.068865
0,2,9.667282
0,0,8.9562845
0,0,9.276911
0,12,10.434474
0,2,8.87534
0,0,8.851673
0,0,8.853209
0,1,9.255894
0,0,9.636248
0,0,9.2916565
0,8,10.221317
0,1,8.816123
0,1,9.009525
0,0,8.812646
0,0,9.04557
0,0,8.905516
0,1,9.009716
0,0,8.789677
0,1,9.058465
0,1,8.9201565
0,3,9.302171
0,0,8.79404
0,0,9.224949
0,0,9.264006
0,0,9.025049
0,1,9.076966
0,0,8.754457
0,2,8.790239
0,10,10.363387
0,1,9.177556
0,12,10.313958
0,0,8.949378
0,0,8.754669
0,0,9.071238
0,2,9.699943
0,1,9.934574
0,0,9.43471
0,0,8.842021
0,1,8.975594
0,1,9.096647
0,1,9.395836
0,8,10.51181
0,0,8.838455
0,8,9.966849
0,0,9.277186
0,0,8.758685
0,2,9.668042
0,8,10.535101
0,2,9.3231535
0,0,8.882404
0,1,8.883107
0,0,9.098514
0,0,9.791931
0,1,9.432089
0,0,9.51739
0,1,8.804273
0,1,9.390229
0,1,8.951725
0,0,9.18262
0,10,10.38952
0,1,9.560844
0,0,9.089782
0,1,9.301612
0,1,10.273259
0,0,8.838434
0,1,8.955998
0,1,9.19283
0,2,9.347243
0,1,8.913246
0,3,9.925239
0,3,10.140647
0,1,9.8502245
0,1,8.893036
0,0,8.98653
0,0,8.923022
0,2,9.674471
0,0,9.185123
0,3,9.678091
0,1,9.62744
0,0,9.092374
0,0,8.735677
0,0,8.927911
0,1,9.6319895
0,0,9.138079
0,0,9.046485
0,1,9.203874
0,0,9.131158
0,1,9.234187
0,0,9.219303
0,2,9.344469
0,0,9.022138
0,4,9.918027
0,2,9.686074
0,1,9.262864
0,0,8.810338
0,0,8.814496
0,1,8.760566
0,1,9.055525
0,0,8.917341
0,0,9.137196
0,15,10.443195
0,2,9.226764
0,0,9.037127
0,0,9.426938
0,1,8.824251
0,2,8.854054
0,3,9.21482
0,2,9.458424
0,2,9.596086
0,2,9.600294
0,1,9.125881
0,1,8.76313
0,0,9.538821
0,13,10.612179
0,1,9.324679
0,1,8.87166
0,0,9.465188
0,0,8.918143
0,1,9.445548
0,7,10.492936
0,0,9.055718
0,1,9.6264105
0,0,9.841403
0,0,9.45386
0,2,9.538874
0,3,9.989493
0,0,9.20053
0,1,9.077465
0,1,8.907109
0,0,8.771201
0,1,9.033857
0,3,9.108375
0,2,8.883134
0,0,9.423023
0,1,9.432665
0,1,8.949851
0,0,8.97177
0,0,8.925517
0,0,9.54235
0,0,8.860207
0,0,9.1079235
0,1,9.088748
0,3,10.0280485
0,0,9.499486
0,1,9.787454
0,2,9.410464
0,1,9.084084
0,1,9.282577
0,1,8.803689
0,0,8.85854
0,5,10.298937
0,0,9.574382
0,1,9.734476
0,2,9.25974
0,0,8.885095
0,0,8.824661
0,3,9.516831
0,0,8.861642
0,0,9.214848
0,0,8.841624
0,1,8.908774
0,0,8.980273
0,1,8.822007
0,5,10.042615
0,1,9.629386
0,0,9.487181
0,1,8.977474
0,17,10.620115
0,6,10.430072
0,1,8.861768
0,1,8.816341
0,3,9.674443
0,0,8.773066
0,7,10.221369
0,0,9.497777
0,0,9.7001295
0,0,9.188036
0,1,8.916225
0,2,9.726147
0,0,9.028955
0,0,9.26704
0,2,9.008188
0,1,8.970883
0,2,9.484138
0,0,8.865872
0,0,9.125848
0,0,8.840287
0,4,9.700548
0,1,9.149823
0,1,8.952809
0,3,9.95529
0,3,9.248045
0,0,9.991316
0,1,9.395737
0,2,9.276154
0,2,9.369352
0,5,10.173494
0,0,9.326079
0,1,9.38904
0,0,8.826311
0,7,9.964185
0,0,9.04338
0,0,8.990702
0,0,9.315048
0,0,9.107413
0,0,9.193646
0,2,9.111045
0,1,9.24126
0,3,9.354649
0,0,9.026034
0,1,8.972048
0,0,8.779604
0,96,10.921985
0,1,9.8432
0,1,9.666441
0,0,8.817841
0,1,8.89243
0,0,8.902326
0,1,9.032851
0,1,9.092843
0,0,8.82021
0,2,10.1534815
0,2,9.016443
0,0,8.804248
0,2,9.166694
0,1,8.856715
0,1,9.932336
0,1,9.282382
0,0,9.199616
0,0,8.809511
0,1,10.051013
0,0,8.816693
0,0,8.907009
0,0,8.95856
0,1,9.5288725
0,1,9.486374
0,0,8.892411
0,0,9.324151
0,0,8.881198
0,2,9.107427
0,0,9.206915
0,1,8.867971
0,3,10.002228
0,1,9.331026
0,1,9.506538
0,0,9.353534
0,0,9.724019
0,2,9.457149
0,2,8.90906
0,0,9.000028
0,0,9.698088
0,2,8.934513
0,2,9.814666
0,0,9.237044
0,2,9.134164
0,13,10.598881
0,0,8.796422
0,5,10.142288
0,0,8.82531
0,15,10.702551
0,5,10.229258
0,2,10.065287
0,1,9.332023
0,1,9.067072
0,2,9.885136
0,1,9.085531
0,1,8.831134
0,1,9.302187
0,1,9.002698
0,0,9.860936
0,2,9.34931
0,1,9.4615345
0,0,8.866349
0,1,9.566832
0,0,9.297467
0,1,8.981309
0,1,9.116287
0,1,9.275702
0,0,8.86702
0,0,9.265714
0,3,8.816532
0,0,8.854907
0,2,9.8397875
0,4,10.372353
0,0,9.124251
0,2,9.450232
0,2,9.650432
0,1,9.784156
0,0,9.030718
0,2,9.053827
0,2,9.146382
0,1,9.374177
0,5,9.430939
0,0,9.367657
0,0,8.974255
0,3,9.467948
0,2,9.540353
0,0,9.022122
0,1,9.610702
0,6,10.290415
0,2,9.437583
0,3,9.517705
0,3,9.547494
0,2,9.150895
0,0,8.973071
0,1,8.99422
0,1,9.164167
0,2,9.3059
0,3,9.417283
0,1,9.774595
0,0,8.849603
0,1,9.243143
0,0,8.784973
0,5,9.765584
0,0,9.378131
0,5,10.433453
0,1,9.405396
0,3,9.212617
0,0,9.2369375
0,2,9.946617
0,0,9.077493
0,2,9.023142
0,14,10.579481
0,1,9.340246
0,1,8.963517
0,1,8.791591
0,2,9.030094
0,6,10.365331
0,20,10.338277
0,0,8.913255
0,5,9.892133
0,1,9.132457
0,6,10.333902
0,0,8.844454
0,1,8.980555
0,2,9.117039
0,2,9.0688095
0,3,10.204262
0,1,9.664419
0,0,9.190036
0,2,9.343876
0,1,9.044893
0,1,9.696301
0,0,8.857787
0,0,8.982449
0,0,9.1172285
0,8,10.45575
0,0,8.969828
0,2,9.617285
0,0,9.052661
0,0,9.535271
0,8,10.336412
0,1,9.457031
0,3,9.242327
0,0,8.896661
0,1,8.887198
0,10,10.197688
0,4,10.32993
0,0,9.24695
0,2,9.144935
0,0,9.153362
0,0,9.178523
0,0,8.962967
0,1,9.277379
0,1,9.577687
0,0,8.929115
0,2,9.2610855
0,0,8.96237
0,0,9.060609
0,3,9.494948
0,2,8.991081
0,0,9.000582
0,0,8.883694
0,1,9.290306
0,0,8.908314
0,0,9.309434
0,0,9.039745
0,0,9.056599
0,4,9.6649065
0,1,8.919396
0,1,9.112245
0,1,8.947679
0,1,8.968415
0,1,8.843575
0,0,9.141289
0,1,9.784025
0,1,9.890172
0,1,9.540865
0,1,9.560695
0,2,8.959314
0,1,8.939262
0,1,9.210288
0,2,9.273897
0,0,8.979231
0,4,10.115076
0,1,8.965175
0,3,9.831322
0,1,9.464712
0,2,9.635266
0,3,9.228309
0,0,8.815296
0,10,10.318935
0,10,10.390595
0,4,10.277538
0,0,9.035136
0,0,8.952993
0,0,9.331602
0,2,9.080561
0,0,9.141474
0,0,8.834067
0,0,9.1347
0,0,9.088672
0,1,9.286124
0,1,9.468772
0,2,9.49711
0,0,8.825698
0,2,9.654066
0,0,9.009057
0,3,9.139035
0,4,10.111294
0,0,9.147803
0,1,9.436463
0,6,10.1401615
0,1,8.987469
0,0,9.390899
0,1,10.211901
0,1,8.9591675
0,1,9.636765
0,2,9.188215
0,0,8.889164
0,1,9.418226
0,0,9.578193
0,2,8.96965
0,1,9.707761
0,1,9.36289
0,19,10.854376
0,18,10.550166
0,4,10.133628
0,4,9.883779
0,2,9.138646
0,0,9.130803
0,3,9.807213
0,2,9.734715
0,1,9.553104
0,2,9.358155
0,0,9.30606
0,5,10.166049
0,0,9.302554
0,1,9.096342
0,0,8.994619
0,1,8.87567
0,0,8.87363
0,1,9.421005
0,0,8.89681
0,1,9.592292
0,3,10.0669155
0,0,9.344603
0,0,9.060276
0,2,9.735823
0,2,8.827778
0,0,9.037126
0,0,9.473625
0,0,8.96122
0,0,9.639491
0,0,9.780803
0,0,9.448425
0,0,9.182323
0,2,9.26645
0,0,8.986347
0,1,9.316959
0,0,9.484675
0,2,9.097747
0,0,8.872072
0,0,8.932617
0,3,8.940899
0,2,9.386095
0,5,9.556475
0,1,9.036656
0,1,9.698133
0,0,8.848677
0,0,8.8719015
0,1,9.540376
0,1,9.538366
0,0,9.324314
0,2,10.297249
0,0,9.449687
0,0,8.906919
0,0,8.847526
0,0,9.004023
0,1,9.467741
0,1,9.723226
0,1,9.140581
0,2,9.509157
0,47,11.082104
0,13,10.385459
0,2,9.334201
0,0,9.088686
0,0,8.905958
0,39,10.931697
0,0,8.974241
0,1,9.106736
0,2,9.301297
0,1,9.049502
0,2,9.591535
0,1,9.764337
0,4,10.295913
0,11,10.783703
0,2,8.870693
0,1,9.325368
0,15,10.351041
0,1,8.913709
0,5,10.028304
0,0,9.28061
0,1,9.587948
0,0,8.915058
0,1,9.368977
0,2,9.631972
0,1,9.441445
0,0,9.364723
0,1,9.063613
0,0,8.939344
0,0,9.015306
0,1,9.027004
0,2,9.246431
0,1,9.422299
0,1,9.57622
0,1,8.856136
0,0,9.072302
0,1,9.088716
0,16,10.7365885
0,0,9.139329
0,0,9.168981
0,1,9.291695
0,1,9.070896
0,1,8.933294
0,1,8.9264765
0,0,9.007236
0,1,8.984908
0,1,8.866053
0,1,9.580503
0,1,8.840206
0,2,9.900577
0,2,9.677798
0,2,9.426405
0,2,8.968345
0,4,10.258159
0,1,9.129129
0,0,9.111984
0,0,9.084277
0,4,9.676872
0,5,9.666368
0,2,9.184396
0,2,9.217565
0,6,10.063316
0,1,9.050341
0,3,9.290772
0,9,10.406799
0,1,9.432721
0,0,8.901171
0,2,9.095482
0,0,8.852009
0,2,10.303636
0,2,9.606845
0,1,9.269271
0,4,9.176524
0,2,8.9382305
0,4,9.923328
0,1,9.155052
0,3,9.969362
0,0,8.905702
0,11,10.476496
0,1,9.00489
0,18,10.878375
0,0,9.135429
0,2,9.179626
0,2,8.978349
0,0,8.961179
0,12,10.44289
0,0,9.303207
0,1,9.962041
0,1,9.060705
0,1,8.9148655
0,3,9.978897
0,0,8.978399
0,3,9.408751
0,0,8.926654
0,2,9.633862
0,0,9.519281
0,0,9.868251
0,1,8.875229
0,4,10.3766775
0,0,9.11577
0,0,9.174031
0,3,9.432046
0,1,9.187913
0,1,9.4089
0,2,9.580329
0,2,9.0490885
0,2,8.942593
0,0,8.964341
0,0,9.194764
0,1,9.078206
0,1,9.367445
0,1,9.586567
0,1,9.881593
0,2,9.583451
0,1,9.360094
0,4,10.091448
0,0,8.997719
0,0,8.946682
0,2,9.00913
0,0,8.972638
0,1,9.480146
0,0,9.014395
0,1,9.415222
0,4,10.317392
0,6,10.232506
0,5,10.107778
0,6,10.018489
0,3,9.835454
0,7,10.162433
0,0,9.411601
0,0,9.501963
0,0,9.155165
0,1,9.390136
0,3,9.781998
0,1,9.033326
0,2,9.470116
0,2,9.180309
0,1,9.473057
0,0,9.069772
0,4,10.157316
0,0,8.879958
0,0,8.89385
0,0,8.866762
0,0,9.419373
0,1,10.23277
0,1,9.010291
0,0,9.071664
0,2,9.684507
0,3,9.501303
0,1,9.052974
0,2,9.862862
0,0,8.991243
0,12,10.781625
0,9,9.970879
0,1,9.039086
0,2,9.188688
0,3,9.241318
0,3,9.972978
0,2,9.072099
0,2,9.226904
0,12,10.745772
0,0,9.070082
0,1,8.895017
0,0,9.390186
0,2,9.64685
0,0,8.927663
0,2,9.92716
0,0,8.928608
0,1,9.053711
0,3,10.065761
0,0,9.619097
0,0,9.145995
0,1,8.890245
0,0,8.916124
0,1,9.751718
0,0,9.126424
0,2,9.99823
0,3,10.0196495
0,1,9.134845
0,1,9.100653
0,0,8.996312
0,2,9.928388
0,1,9.293913
0,1,9.013437
0,1,8.941668
0,3,9.309037
0,0,9.333046
0,1,9.086292
0,1,9.18759
0,1,9.589609
0,0,9.002544
0,2,9.945811
0,0,9.048603
0,0,9.359178
0,0,9.242955
0,1,9.214113
0,0,9.295044
0,0,8.921716
0,1,9.205773
0,0,9.110402
0,0,9.117098
0,1,9.062575
0,0,8.931729
0,4,10.173306
0,6,10.147501
0,55,10.957393
0,3,9.922475
0,0,9.2295685
0,1,9.150127
0,7,10.171671
0,2,9.390653
0,2,9.597518
0,1,9.410833
0,0,9.065293
0,1,9.314063
0,1,8.926463
0,1,9.2875185
0,0,8.941738
0,0,8.998463
0,5,9.916643
0,1,9.694451
0,5,10.085302
0,2,9.244998
0,7,9.971073
0,1,9.020983
0,4,10.290375
0,1,9.208948
0,1,9.298906
0,1,9.141146
0,0,9.056303
0,5,9.886718
0,3,9.940385
0,1,9.723827
0,0,9.154728
0,4,9.765573
0,2,9.074755
0,1,9.196949
0,2,9.999123
0,1,8.935341
0,0,9.0708475
0,5,9.843201
0,1,8.937448
0,0,9.302709
0,1,9.571368
0,0,8.94928
0,10,10.315506
0,0,9.019072
0,5,9.886838
0,1,8.922458
0,1,9.145987
0,3,9.73103
0,2,9.471236
0,17,10.335773
0,1,9.084927
0,0,9.2944765
0,5,10.0045805
0,0,9.337507
0,1,9.029461
0,1,8.971665
0,2,9.24953
0,0,8.94872
0,0,9.065337
0,0,8.940033
0,0,8.929478
0,0,8.9751625
0,7,9.946277
0,3,8.908282
0,3,9.723777
0,2,9.215701
0,0,9.224145
0,2,9.528611
0,2,9.476714
0,0,9.405358
0,4,9.943812
0,0,9.737692
0,0,9.444309
0,0,9.36004
0,0,9.157606
0,0,9.1838455
0,2,9.181991
0,1,8.929104
0,26,10.723525
0,1,9.377979
0,1,9.033952
0,0,8.984236
0,1,9.230952
0,1,9.09621
0,0,9.029918
0,0,9.035055
0,2,9.62125
0,0,8.984785
0,2,9.736014
0,1,9.816985
0,3,9.962851
0,0,9.167866
0,1,9.4663925
0,0,9.01817
0,2,9.425237
0,0,8.950039
0,2,9.578845
0,7,9.749409
0,3,10.02037
0,1,9.156144
0,0,8.947224
0,1,9.103969
0,0,9.142106
0,0,9.06324
0,0,8.952953
0,1,9.188836
0,5,10.136379
0,0,9.022775
0,0,9.308612
0,0,9.246776
0,0,9.489204
0,7,10.271695
0,1,9.225039
0,0,9.216887
0,15,10.73472
0,0,8.950254
0,0,9.381656
0,0,9.464203
0,3,9.431835
0,0,9.32787
0,1,9.2752285
0,1,9.447596
0,0,9.070869
0,0,9.154371
0,2,9.652471
0,0,9.071263
0,2,9.293331
0,0,9.301699
0,1,9.610738
0,0,8.935257
0,2,9.06332
0,3,9.764644
0,0,9.317877
0,0,9.414561
0,0,9.451131
0,0,9.54482
0,0,8.97631
0,9,10.467027
0,0,9.23569
0,3,9.584042
0,0,9.461328
0,1,9.334499
0,1,9.103393
0,0,9.028211
0,0,8.972861
0,2,9.3095665
0,0,8.982521
0,2,9.494416
0,1,9.324658
0,0,9.395642
0,0,9.006378
0,1,8.974769
0,1,9.318778
0,1,9.892977
0,1,9.1788845
0,1,8.962449
0,1,9.348484
0,1,9.117598
0,2,9.859827
0,0,9.1984
0,2,9.095762
0,2,9.837304
0,0,9.622531
0,1,9.154046
0,4,9.715881
0,2,9.43114
0,0,9.672601
0,0,9.076521
0,5,10.120751
0,1,9.7997
0,0,9.345451
0,0,9.369904
0,4,9.972079
0,0,9.413702
0,0,9.401501
0,1,9.146801
0,0,9.474569
0,0,9.233388
0,0,9.233642
0,0,9.263974
0,0,10.166903
0,2,9.602474
0,1,9.608672
0,9,10.57029
0,0,8.947528
0,6,10.222975
0,3,9.892725
0,3,9.610177
0,7,10.1683445
0,1,9.014123
0,0,8.98658
0,1,10.207579
0,1,9.060057
0,0,8.992305
0,0,9.264073
0,0,9.51526
0,0,9.710871
0,7,10.510505
0,1,9.325551
0,1,9.745395
0,0,9.090654
0,1,9.137814
0,1,9.623031
0,0,9.135802
0,1,9.573712
0,2,9.901103
0,1,9.100532
0,2,9.497694
0,1,9.439263
0,0,9.474088
0,1,9.183407
0,1,9.201644
0,1,9.558788
0,2,9.6743765
0,3,9.645484
0,0,9.304998
0,1,9.295135
0,2,9.173998
0,1,8.999505
0,1,9.401531
0,13,10.625271
0,0,9.61366
0,1,9.4852915
0,0,8.978796
0,1,9.453457
0,1,9.18587
0,5,9.89243
0,2,9.705657
0,7,10.3728
0,2,9.6999235
0,0,9.696254
0,1,8.990008
0,19,10.675279
0,0,9.047207
0,0,9.128164
0,0,9.521028
0,0,9.465631
0,2,9.488358
0,2,9.388696
0,1,9.177645
0,3,9.721184
0,0,9.009612
0,16,10.354728
0,3,10.020163
0,1,9.831382
0,9,10.222652
0,0,9.099612
0,4,9.133505
0,2,9.31249
0,2,9.784922
0,1,9.674325
0,2,9.034676
0,3,9.41275
0,1,9.368366
0,0,9.075144
0,1,9.157267
0,2,9.495411
0,2,9.496994
0,0,9.101544
0,2,9.056869
0,1,9.044549
0,0,9.096219
0,6,10.496133
0,14,10.834542
0,4,10.217121
0,0,9.616572
0,0,9.176827
0,3,10.220519
0,3,9.599092
0,0,9.360667
0,1,9.4625225
0,1,9.279215
0,1,9.374147
0,1,9.307669
0,8,10.32589
0,0,9.236506
0,1,9.70893
0,3,9.82499
0,0,9.371735
0,1,9.17539
0,1,9.309079
0,1,9.489051
0,0,9.313644
0,3,9.538601
0,1,9.248601
0,0,9.215441
0,1,9.240898
0,5,9.411988
0,2,9.390924
0,1,9.287297
0,0,9.034275
0,1,9.379511
0,1,9.709314
0,3,9.621619
0,0,9.199735
0,5,10.278714
0,2,9.329625
0,0,9.567726
0,2,9.951586
0,3,10.037469
0,0,9.233159
0,11,10.523284
0,1,9.424683
0,5,10.231491
0,0,9.866649
0,2,9.660552
0,0,9.587969
0,1,9.048448
0,33,10.819536
0,2,9.01343
0,2,9.294666
0,2,9.607271
0,1,9.127266
0,1,9.381149
0,1,9.199168
0,2,9.373928
0,1,9.221738
0,0,9.552491
0,2,9.414815
0,1,9.0322
0,35,10.960903
0,1,9.30093
0,1,9.534933
0,2,9.8884945
0,0,9.049221
0,0,9.117573
0,2,9.721405
0,6,10.332258
0,6,9.985734
0,3,10.133054
0,7,9.93301
0,3,9.623827
0,0,9.171097
0,1,9.465992
0,1,9.315369
0,1,9.355815
0,0,9.331626
0,2,10.246356
0,1,9.254331
0,1,9.630064
0,0,9.318034
0,5,10.454437
0,2,9.34842
0,3,10.273876
0,1,9.127894
0,1,9.31192
0,1,9.518607
0,1,9.719207
0,7,10.275909
0,6,10.388631
0,8,10.486439
0,0,9.47226
0,0,9.314868
0,2,9.636223
0,0,9.720537
0,0,9.24535
0,0,9.227282
0,0,9.131
0,0,9.332634
0,2,9.786829
0,2,9.709684
0,5,10.4485655
0,2,9.741671
0,2,9.494623
0,0,9.298773
0,0,9.252418
0,0,9.022493
0,0,9.778694
0,5,10.007148
0,1,9.05693
0,0,9.173797
0,24,11.0565405
0,1,9.448704
0,6,10.020176
0,3,9.154219
0,0,9.184723
0,5,9.443743
0,0,9.088689
0,0,9.8024645
0,0,9.15093
0,1,9.506528
0,1,9.602068
0,3,9.259867
0,3,9.724163
0,1,9.887756
0,1,9.232631
0,0,9.112228
0,1,9.967648
0,0,9.421042
0,2,10.26004
0,0,9.412835
0,5,10.182987
0,2,9.994676
0,0,9.654702
0,0,9.194225
0,14,10.625481
0,1,9.487977
0,2,9.831684
0,0,9.284611
0,1,9.434116
0,1,9.893578
0,2,9.370006
0,2,9.117894
0,0,9.568628
0,3,9.423691
0,9,10.55369
0,1,9.471847
0,3,9.895704
0,1,9.336556
0,0,9.030264
0,2,9.600134
0,3,10.231657
0,0,9.313159
0,3,9.830023
0,3,9.489248
0,5,10.518394
0,0,9.12097
0,2,9.723617
0,1,9.567284
0,3,9.25941
0,0,9.158861
0,2,9.24387
0,0,9.680544
0,5,9.941344
0,3,9.91215
0,0,9.590017
0,7,10.345048
0,4,9.904747
0,1,9.194773
0,1,9.625525
0,1,9.260043
0,1,9.19113
0,1,9.874673
0,1,9.425628
0,1,9.460648
0,1,9.538875
0,0,9.496052
0,2,9.266721
0,4,10.265302
0,1,9.921659
0,1,9.291371
0,1,9.912404
0,1,9.189664
0,1,9.522442
0,7,10.158287
0,54,11.043557
0,0,9.222307
0,0,9.284196
0,0,9.116604
0,1,9.606364
0,0,9.689865
0,1,9.1907215
0,4,10.088744
0,0,9.314916
0,2,9.733148
0,3,10.142093
0,0,9.103801
0,0,9.268631
0,0,9.072398
0,1,9.475679
0,1,9.167775
0,3,9.530165
0,3,9.400287
0,0,9.239931
0,2,9.432655
0,0,9.414045
0,2,9.232614
0,1,9.172568
0,0,9.473619
0,0,9.159838
0,0,9.378307
0,0,9.116037
0,1,10.046681
0,0,9.352553
0,1,9.176806
0,2,9.211795
0,3,9.699587
0,0,9.534817
0,1,9.830109
0,1,9.2515335
0,3,9.59109
0,2,9.303979
0,2,9.658697
0,0,9.080306
0,1,9.395994
0,1,9.9537525
0,16,10.8959875
0,4,10.3974285
0,5,9.924332
0,1,9.157612
0,0,9.116666
0,6,10.281148
0,3,9.934911
0,0,9.28553
0,1,9.485506
0,2,9.568907
0,0,9.195987
0,0,9.939741
0,6,9.862254
0,3,9.805404
0,2,9.6884365
0,1,9.470534
0,5,10.566294
0,0,9.263074
0,0,9.32449
0,0,9.228867
0,1,9.65489
0,0,9.183227
0,0,9.259892
0,3,9.156996
0,22,10.972473
0,3,9.539632
0,1,9.331344
0,0,9.486694
0,1,10.47751
0,3,10.029541
0,2,9.104089
0,5,10.589885
0,0,9.590097
0,8,10.535485
0,1,9.646828
0,1,9.4593725
0,0,9.181384
0,0,9.358983
0,2,9.433357
0,1,10.047625
0,0,9.261055
0,2,9.328713
0,4,10.23529
0,2,9.124778
0,0,9.330849
0,0,9.184725
0,0,9.580215
0,0,9.610063
0,2,9.968681
0,0,9.126728
0,0,9.315738
0,7,9.69108
0,3,9.62062
0,0,9.333457
0,1,9.376721
0,1,9.793192
0,0,9.154495
0,5,9.523936
0,0,9.602949
0,5,9.916159
0,1,9.32718
0,1,9.87882
0,2,9.750653
0,0,9.41878
0,0,9.322251
0,2,9.658815
0,9,10.812806
0,9,10.3207035
0,0,10.23776
0,4,10.346646
0,0,9.136094
0,3,9.862045
0,5,9.877363
0,1,9.829732
0,0,9.26195
0,2,9.625989
0,1,9.433374
0,2,10.544831
0,4,10.419421
0,2,10.116391
0,0,9.194202
0,1,9.680695
0,2,9.569388
0,2,9.14179
0,0,9.654352
0,0,9.125091
0,0,9.464826
0,0,9.22203
0,1,9.477251
0,1,9.937376
0,1,10.148923
0,0,9.520404
0,0,9.222982
0,0,9.549578
0,0,9.136916
0,0,9.140439
0,1,9.699059
0,0,9.271424
0,1,9.984968
0,0,9.90114
0,0,9.383566
0,0,9.287983
